path,kind,category,franchise,slug,reasons
profiles/generated/anime/dragon-ball/frieza-post-flashpoint.yaml,generated,anime,dragon-ball,frieza-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint;dragon_ball_cross_franchise_variant:post-flashpoint
profiles/generated/anime/dragon-ball/frieza-rebirth.yaml,generated,anime,dragon-ball,frieza-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth;dragon_ball_cross_franchise_variant:rebirth
profiles/generated/anime/dragon-ball/future-trunks-dc-comics.yaml,generated,anime,dragon-ball,future-trunks-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics;dragon_ball_cross_franchise_variant:dc-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/future-trunks-marvel-comics.yaml,generated,anime,dragon-ball,future-trunks-marvel-comics,comic_continuity_on_non_comic:marvel-comics;dragon_ball_cross_franchise_variant:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/future-trunks-post-crisis.yaml,generated,anime,dragon-ball,future-trunks-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis;dragon_ball_cross_franchise_variant:post-crisis;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/future-trunks-rebirth.yaml,generated,anime,dragon-ball,future-trunks-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth;dragon_ball_cross_franchise_variant:rebirth
profiles/generated/anime/dragon-ball/gohan-dc-comics.yaml,generated,anime,dragon-ball,gohan-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics;dragon_ball_cross_franchise_variant:dc-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/gohan-marvel-comics.yaml,generated,anime,dragon-ball,gohan-marvel-comics,comic_continuity_on_non_comic:marvel-comics;dragon_ball_cross_franchise_variant:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/gohan-post-crisis.yaml,generated,anime,dragon-ball,gohan-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis;dragon_ball_cross_franchise_variant:post-crisis;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/gohan-post-flashpoint.yaml,generated,anime,dragon-ball,gohan-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint;dragon_ball_cross_franchise_variant:post-flashpoint
profiles/generated/anime/dragon-ball/gohan-rebirth.yaml,generated,anime,dragon-ball,gohan-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth;dragon_ball_cross_franchise_variant:rebirth
profiles/generated/anime/dragon-ball/goten-dc-comics.yaml,generated,anime,dragon-ball,goten-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics;dragon_ball_cross_franchise_variant:dc-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/goten-marvel-comics.yaml,generated,anime,dragon-ball,goten-marvel-comics,comic_continuity_on_non_comic:marvel-comics;dragon_ball_cross_franchise_variant:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/goten-post-crisis.yaml,generated,anime,dragon-ball,goten-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis;dragon_ball_cross_franchise_variant:post-crisis;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/goten-post-flashpoint.yaml,generated,anime,dragon-ball,goten-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint;dragon_ball_cross_franchise_variant:post-flashpoint
profiles/generated/anime/dragon-ball/goten-rebirth.yaml,generated,anime,dragon-ball,goten-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth;dragon_ball_cross_franchise_variant:rebirth
profiles/generated/anime/dragon-ball/krillin-dc-comics.yaml,generated,anime,dragon-ball,krillin-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics;dragon_ball_cross_franchise_variant:dc-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/krillin-marvel-comics.yaml,generated,anime,dragon-ball,krillin-marvel-comics,comic_continuity_on_non_comic:marvel-comics;dragon_ball_cross_franchise_variant:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/krillin-post-crisis.yaml,generated,anime,dragon-ball,krillin-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis;dragon_ball_cross_franchise_variant:post-crisis;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/krillin-post-flashpoint.yaml,generated,anime,dragon-ball,krillin-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint;dragon_ball_cross_franchise_variant:post-flashpoint
profiles/generated/anime/dragon-ball/krillin-rebirth.yaml,generated,anime,dragon-ball,krillin-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth;dragon_ball_cross_franchise_variant:rebirth
profiles/generated/anime/dragon-ball/majin-buu-dc-comics.yaml,generated,anime,dragon-ball,majin-buu-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics;dragon_ball_cross_franchise_variant:dc-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/majin-buu-marvel-comics.yaml,generated,anime,dragon-ball,majin-buu-marvel-comics,comic_continuity_on_non_comic:marvel-comics;dragon_ball_cross_franchise_variant:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/majin-buu-post-crisis.yaml,generated,anime,dragon-ball,majin-buu-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis;dragon_ball_cross_franchise_variant:post-crisis;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/majin-buu-post-flashpoint.yaml,generated,anime,dragon-ball,majin-buu-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint;dragon_ball_cross_franchise_variant:post-flashpoint
profiles/generated/anime/dragon-ball/piccolo-dc-comics.yaml,generated,anime,dragon-ball,piccolo-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics;dragon_ball_cross_franchise_variant:dc-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/piccolo-marvel-comics.yaml,generated,anime,dragon-ball,piccolo-marvel-comics,comic_continuity_on_non_comic:marvel-comics;dragon_ball_cross_franchise_variant:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/piccolo-post-crisis.yaml,generated,anime,dragon-ball,piccolo-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis;dragon_ball_cross_franchise_variant:post-crisis;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/piccolo-post-flashpoint.yaml,generated,anime,dragon-ball,piccolo-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint;dragon_ball_cross_franchise_variant:post-flashpoint
profiles/generated/anime/dragon-ball/son-goku-dc-comics.yaml,generated,anime,dragon-ball,son-goku-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics;dragon_ball_cross_franchise_variant:dc-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/son-goku-marvel-comics.yaml,generated,anime,dragon-ball,son-goku-marvel-comics,comic_continuity_on_non_comic:marvel-comics;dragon_ball_cross_franchise_variant:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/son-goku-post-crisis.yaml,generated,anime,dragon-ball,son-goku-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis;dragon_ball_cross_franchise_variant:post-crisis;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/son-goku-post-flashpoint.yaml,generated,anime,dragon-ball,son-goku-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint;dragon_ball_cross_franchise_variant:post-flashpoint
profiles/generated/anime/dragon-ball/son-goku-rebirth.yaml,generated,anime,dragon-ball,son-goku-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth;dragon_ball_cross_franchise_variant:rebirth
profiles/generated/anime/dragon-ball/trunks-dc-comics.yaml,generated,anime,dragon-ball,trunks-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics;dragon_ball_cross_franchise_variant:dc-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/trunks-marvel-comics.yaml,generated,anime,dragon-ball,trunks-marvel-comics,comic_continuity_on_non_comic:marvel-comics;dragon_ball_cross_franchise_variant:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/trunks-post-crisis.yaml,generated,anime,dragon-ball,trunks-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis;dragon_ball_cross_franchise_variant:post-crisis;yaml_text_mentions_wrong_comic_franchise
profiles/generated/anime/dragon-ball/trunks-post-flashpoint.yaml,generated,anime,dragon-ball,trunks-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint;dragon_ball_cross_franchise_variant:post-flashpoint
profiles/generated/anime/dragon-ball/trunks-rebirth.yaml,generated,anime,dragon-ball,trunks-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth;dragon_ball_cross_franchise_variant:rebirth
profiles/generated/anime/dragon-ball/vegeta-dc-comics.yaml,generated,anime,dragon-ball,vegeta-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics;dragon_ball_cross_franchise_variant:dc-comics;yaml_text_mentions_wrong_comic_franchise
profiles/generated/comic/marvel/black-panther-dc-comics.yaml,generated,comic,marvel,black-panther-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/black-panther-post-crisis.yaml,generated,comic,marvel,black-panther-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/generated/comic/marvel/black-panther-post-flashpoint.yaml,generated,comic,marvel,black-panther-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/generated/comic/marvel/black-panther-rebirth.yaml,generated,comic,marvel,black-panther-rebirth,dc_continuity_on_non_dc:rebirth
profiles/generated/comic/marvel/captain-america-dc-comics.yaml,generated,comic,marvel,captain-america-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/captain-america-post-crisis.yaml,generated,comic,marvel,captain-america-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/generated/comic/marvel/captain-america-post-flashpoint.yaml,generated,comic,marvel,captain-america-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/generated/comic/marvel/captain-america-rebirth.yaml,generated,comic,marvel,captain-america-rebirth,dc_continuity_on_non_dc:rebirth
profiles/generated/comic/marvel/deadpool-dc-comics.yaml,generated,comic,marvel,deadpool-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/deadpool-post-crisis.yaml,generated,comic,marvel,deadpool-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/generated/comic/marvel/deadpool-post-flashpoint.yaml,generated,comic,marvel,deadpool-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/generated/comic/marvel/deadpool-rebirth.yaml,generated,comic,marvel,deadpool-rebirth,dc_continuity_on_non_dc:rebirth
profiles/generated/comic/marvel/doctor-strange-dc-comics.yaml,generated,comic,marvel,doctor-strange-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/doctor-strange-post-crisis.yaml,generated,comic,marvel,doctor-strange-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/generated/comic/marvel/doctor-strange-post-flashpoint.yaml,generated,comic,marvel,doctor-strange-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/generated/comic/marvel/doctor-strange-rebirth.yaml,generated,comic,marvel,doctor-strange-rebirth,dc_continuity_on_non_dc:rebirth
profiles/generated/comic/marvel/hulk-dc-comics.yaml,generated,comic,marvel,hulk-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/hulk-post-crisis.yaml,generated,comic,marvel,hulk-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/generated/comic/marvel/hulk-post-flashpoint.yaml,generated,comic,marvel,hulk-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/generated/comic/marvel/hulk-rebirth.yaml,generated,comic,marvel,hulk-rebirth,dc_continuity_on_non_dc:rebirth
profiles/generated/comic/marvel/iron-man-dc-comics.yaml,generated,comic,marvel,iron-man-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/iron-man-post-crisis.yaml,generated,comic,marvel,iron-man-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/generated/comic/marvel/iron-man-post-flashpoint.yaml,generated,comic,marvel,iron-man-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/generated/comic/marvel/iron-man-rebirth.yaml,generated,comic,marvel,iron-man-rebirth,dc_continuity_on_non_dc:rebirth
profiles/generated/comic/marvel/jean-grey-dc-comics.yaml,generated,comic,marvel,jean-grey-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/magneto-dc-comics.yaml,generated,comic,marvel,magneto-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/magneto-post-crisis.yaml,generated,comic,marvel,magneto-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/generated/comic/marvel/magneto-post-flashpoint.yaml,generated,comic,marvel,magneto-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/generated/comic/marvel/magneto-rebirth.yaml,generated,comic,marvel,magneto-rebirth,dc_continuity_on_non_dc:rebirth
profiles/generated/comic/marvel/professor-x-dc-comics.yaml,generated,comic,marvel,professor-x-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/professor-x-post-crisis.yaml,generated,comic,marvel,professor-x-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/generated/comic/marvel/professor-x-post-flashpoint.yaml,generated,comic,marvel,professor-x-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/generated/comic/marvel/professor-x-rebirth.yaml,generated,comic,marvel,professor-x-rebirth,dc_continuity_on_non_dc:rebirth
profiles/generated/comic/marvel/scarlet-witch-dc-comics.yaml,generated,comic,marvel,scarlet-witch-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/scarlet-witch-post-crisis.yaml,generated,comic,marvel,scarlet-witch-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/generated/comic/marvel/scarlet-witch-post-flashpoint.yaml,generated,comic,marvel,scarlet-witch-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/generated/comic/marvel/scarlet-witch-rebirth.yaml,generated,comic,marvel,scarlet-witch-rebirth,dc_continuity_on_non_dc:rebirth
profiles/generated/comic/marvel/spider-man-dc-comics.yaml,generated,comic,marvel,spider-man-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/spider-man-post-crisis.yaml,generated,comic,marvel,spider-man-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/generated/comic/marvel/spider-man-post-flashpoint.yaml,generated,comic,marvel,spider-man-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/generated/comic/marvel/spider-man-rebirth.yaml,generated,comic,marvel,spider-man-rebirth,dc_continuity_on_non_dc:rebirth
profiles/generated/comic/marvel/storm-dc-comics.yaml,generated,comic,marvel,storm-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/storm-post-crisis.yaml,generated,comic,marvel,storm-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/generated/comic/marvel/storm-post-flashpoint.yaml,generated,comic,marvel,storm-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/generated/comic/marvel/storm-rebirth.yaml,generated,comic,marvel,storm-rebirth,dc_continuity_on_non_dc:rebirth
profiles/generated/comic/marvel/thor-dc-comics.yaml,generated,comic,marvel,thor-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/wolverine-dc-comics.yaml,generated,comic,marvel,wolverine-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/generated/comic/marvel/wolverine-post-crisis.yaml,generated,comic,marvel,wolverine-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/generated/comic/marvel/wolverine-post-flashpoint.yaml,generated,comic,marvel,wolverine-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/generated/comic/marvel/wolverine-rebirth.yaml,generated,comic,marvel,wolverine-rebirth,dc_continuity_on_non_dc:rebirth
profiles/needs_review/anime/dragon-ball/broly-post-flashpoint.yaml,needs_review,anime,dragon-ball,broly-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint;dragon_ball_cross_franchise_variant:post-flashpoint
profiles/needs_review/anime/dragon-ball/future-trunks-post-flashpoint.yaml,needs_review,anime,dragon-ball,future-trunks-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint;dragon_ball_cross_franchise_variant:post-flashpoint
profiles/needs_review/anime/dragon-ball/majin-buu-rebirth.yaml,needs_review,anime,dragon-ball,majin-buu-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth;dragon_ball_cross_franchise_variant:rebirth
profiles/needs_review/anime/dragon-ball/piccolo-rebirth.yaml,needs_review,anime,dragon-ball,piccolo-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth;dragon_ball_cross_franchise_variant:rebirth
profiles/needs_review/anime/dragon-ball/vegeta-marvel-comics.yaml,needs_review,anime,dragon-ball,vegeta-marvel-comics,comic_continuity_on_non_comic:marvel-comics;dragon_ball_cross_franchise_variant:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics;yaml_text_mentions_wrong_comic_franchise
profiles/needs_review/anime/dragon-ball/vegeta-post-crisis.yaml,needs_review,anime,dragon-ball,vegeta-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis;dragon_ball_cross_franchise_variant:post-crisis;yaml_text_mentions_wrong_comic_franchise
profiles/needs_review/anime/dragon-ball/vegeta-post-flashpoint.yaml,needs_review,anime,dragon-ball,vegeta-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint;dragon_ball_cross_franchise_variant:post-flashpoint
profiles/needs_review/anime/dragon-ball/vegeta-rebirth.yaml,needs_review,anime,dragon-ball,vegeta-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth;dragon_ball_cross_franchise_variant:rebirth
profiles/needs_review/anime/dragon-ball/whis-dc-comics.yaml,needs_review,anime,dragon-ball,whis-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics;dragon_ball_cross_franchise_variant:dc-comics;yaml_text_mentions_wrong_comic_franchise
profiles/needs_review/anime/dragon-ball/whis-marvel-comics.yaml,needs_review,anime,dragon-ball,whis-marvel-comics,comic_continuity_on_non_comic:marvel-comics;dragon_ball_cross_franchise_variant:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics;yaml_text_mentions_wrong_comic_franchise
profiles/needs_review/anime/dragon-ball/whis-post-crisis.yaml,needs_review,anime,dragon-ball,whis-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis;dragon_ball_cross_franchise_variant:post-crisis;yaml_text_mentions_wrong_comic_franchise
profiles/needs_review/anime/dragon-ball/whis-post-flashpoint.yaml,needs_review,anime,dragon-ball,whis-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint;dragon_ball_cross_franchise_variant:post-flashpoint
profiles/needs_review/anime/dragon-ball/whis-rebirth.yaml,needs_review,anime,dragon-ball,whis-rebirth,comic_continuity_on_non_comic:rebirth;dc_continuity_on_non_dc:rebirth;dragon_ball_cross_franchise_variant:rebirth
profiles/needs_review/comic/marvel/jean-grey-post-crisis.yaml,needs_review,comic,marvel,jean-grey-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/needs_review/comic/marvel/jean-grey-post-flashpoint.yaml,needs_review,comic,marvel,jean-grey-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/comic/marvel/jean-grey-rebirth.yaml,needs_review,comic,marvel,jean-grey-rebirth,dc_continuity_on_non_dc:rebirth
profiles/needs_review/comic/marvel/miles-morales-dc-comics.yaml,needs_review,comic,marvel,miles-morales-dc-comics,dc_continuity_on_non_dc:dc-comics
profiles/needs_review/comic/marvel/miles-morales-post-crisis.yaml,needs_review,comic,marvel,miles-morales-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/needs_review/comic/marvel/miles-morales-post-flashpoint.yaml,needs_review,comic,marvel,miles-morales-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/comic/marvel/miles-morales-rebirth.yaml,needs_review,comic,marvel,miles-morales-rebirth,dc_continuity_on_non_dc:rebirth
profiles/needs_review/comic/marvel/thor-post-crisis.yaml,needs_review,comic,marvel,thor-post-crisis,dc_continuity_on_non_dc:post-crisis
profiles/needs_review/comic/marvel/thor-post-flashpoint.yaml,needs_review,comic,marvel,thor-post-flashpoint,dc_continuity_on_non_dc:post-flashpoint
profiles/needs_review/comic/marvel/thor-rebirth.yaml,needs_review,comic,marvel,thor-rebirth,dc_continuity_on_non_dc:rebirth
profiles/needs_review/game/final-fantasy/aerith-gainsborough-dc-comics.yaml,needs_review,game,final-fantasy,aerith-gainsborough-dc-comics,comic_continuity_on_non_comic:dc-comics;dc_continuity_on_non_dc:dc-comics
profiles/needs_review/game/final-fantasy/aerith-gainsborough-marvel-comics.yaml,needs_review,game,final-fantasy,aerith-gainsborough-marvel-comics,comic_continuity_on_non_comic:marvel-comics;marvel_continuity_on_non_marvel:marvel-comics
profiles/needs_review/game/final-fantasy/aerith-gainsborough-post-crisis.yaml,needs_review,game,final-fantasy,aerith-gainsborough-post-crisis,comic_continuity_on_non_comic:post-crisis;dc_continuity_on_non_dc:post-crisis
profiles/needs_review/game/final-fantasy/aerith-gainsborough-post-flashpoint.yaml,needs_review,game,final-fantasy,aerith-gainsborough-post-flashpoint,comic_continuity_on_non_comic:post-flashpoint;dc_continuity_on_non_dc:post-flashpoint
