category,franchise,name,aliases,wiki_title,wiki_url
anime,Dragon Ball,Gohan (Anime),,Gohan (Anime),
anime,Dragon Ball,Piccolo (Classic),,Piccolo (Classic),
anime,Dragon Ball,Piccolo (Modern),,Piccolo (Modern),
anime,Dragon Ball,Piccolo (Composite),,Piccolo (Composite),
anime,Dragon Ball,Piccolo (Post-Crisis),,Piccolo (Post-Crisis),
anime,Dragon Ball,Piccolo (Post-Flashpoint),,Piccolo (Post-Flashpoint),
anime,Dragon Ball,Piccolo (Rebirth),,Piccolo (Rebirth),
anime,Dragon Ball,Piccolo (Marvel Comics),,Piccolo (Marvel Comics),
anime,Dragon Ball,Piccolo (DC Comics),,Piccolo (DC Comics),
anime,Dragon Ball,Piccolo (Game),,Piccolo (Game),
anime,Dragon Ball,Piccolo (Anime),,Piccolo (Anime),
anime,Dragon Ball,Krillin,,Krillin,
anime,Dragon Ball,Krillin (Classic),,Krillin (Classic),
anime,Dragon Ball,Krillin (Modern),,Krillin (Modern),
anime,Dragon Ball,Krillin (Composite),,Krillin (Composite),
anime,Dragon Ball,Krillin (Post-Crisis),,Krillin (Post-Crisis),
anime,Dragon Ball,Krillin (Post-Flashpoint),,Krillin (Post-Flashpoint),
anime,Dragon Ball,Krillin (Rebirth),,Krillin (Rebirth),
anime,Dragon Ball,Krillin (Marvel Comics),,Krillin (Marvel Comics),
anime,Dragon Ball,Krillin (DC Comics),,Krillin (DC Comics),
anime,Dragon Ball,Krillin (Game),,Krillin (Game),
anime,Dragon Ball,Krillin (Anime),,Krillin (Anime),
anime,Dragon Ball,Frieza (Classic),,Frieza (Classic),
anime,Dragon Ball,Frieza (Modern),,Frieza (Modern),
anime,Dragon Ball,Frieza (Composite),,Frieza (Composite),
anime,Dragon Ball,Frieza (Post-Crisis),,Frieza (Post-Crisis),
anime,Dragon Ball,Frieza (Post-Flashpoint),,Frieza (Post-Flashpoint),
anime,Dragon Ball,Frieza (Rebirth),,Frieza (Rebirth),
anime,Dragon Ball,Frieza (Marvel Comics),,Frieza (Marvel Comics),
anime,Dragon Ball,Frieza (DC Comics),,Frieza (DC Comics),
anime,Dragon Ball,Frieza (Game),,Frieza (Game),
anime,Dragon Ball,Frieza (Anime),,Frieza (Anime),
anime,Dragon Ball,Cell,,Cell,
anime,Dragon Ball,Cell (Classic),,Cell (Classic),
anime,Dragon Ball,Cell (Modern),,Cell (Modern),
anime,Dragon Ball,Cell (Composite),,Cell (Composite),
anime,Dragon Ball,Cell (Post-Crisis),,Cell (Post-Crisis),
anime,Dragon Ball,Cell (Post-Flashpoint),,Cell (Post-Flashpoint),
anime,Dragon Ball,Cell (Rebirth),,Cell (Rebirth),
anime,Dragon Ball,Cell (Marvel Comics),,Cell (Marvel Comics),
anime,Dragon Ball,Cell (DC Comics),,Cell (DC Comics),
anime,Dragon Ball,Cell (Game),,Cell (Game),
anime,Dragon Ball,Cell (Anime),,Cell (Anime),
anime,Dragon Ball,Majin Buu,,Majin Buu,
anime,Dragon Ball,Majin Buu (Classic),,Majin Buu (Classic),
anime,Dragon Ball,Majin Buu (Modern),,Majin Buu (Modern),
anime,Dragon Ball,Majin Buu (Composite),,Majin Buu (Composite),
anime,Dragon Ball,Majin Buu (Post-Crisis),,Majin Buu (Post-Crisis),
anime,Dragon Ball,Majin Buu (Post-Flashpoint),,Majin Buu (Post-Flashpoint),
anime,Dragon Ball,Majin Buu (Rebirth),,Majin Buu (Rebirth),
anime,Dragon Ball,Majin Buu (Marvel Comics),,Majin Buu (Marvel Comics),
anime,Dragon Ball,Majin Buu (DC Comics),,Majin Buu (DC Comics),
anime,Dragon Ball,Majin Buu (Game),,Majin Buu (Game),
anime,Dragon Ball,Majin Buu (Anime),,Majin Buu (Anime),
anime,Dragon Ball,Beerus (Classic),,Beerus (Classic),
anime,Dragon Ball,Beerus (Modern),,Beerus (Modern),
anime,Dragon Ball,Beerus (Composite),,Beerus (Composite),
anime,Dragon Ball,Beerus (Post-Crisis),,Beerus (Post-Crisis),
anime,Dragon Ball,Beerus (Post-Flashpoint),,Beerus (Post-Flashpoint),
anime,Dragon Ball,Beerus (Rebirth),,Beerus (Rebirth),
anime,Dragon Ball,Beerus (Marvel Comics),,Beerus (Marvel Comics),
anime,Dragon Ball,Beerus (DC Comics),,Beerus (DC Comics),
anime,Dragon Ball,Beerus (Game),,Beerus (Game),
anime,Dragon Ball,Beerus (Anime),,Beerus (Anime),
anime,Dragon Ball,Whis,,Whis,
anime,Dragon Ball,Whis (Classic),,Whis (Classic),
anime,Dragon Ball,Whis (Modern),,Whis (Modern),
anime,Dragon Ball,Whis (Composite),,Whis (Composite),
anime,Dragon Ball,Whis (Post-Crisis),,Whis (Post-Crisis),
anime,Dragon Ball,Whis (Post-Flashpoint),,Whis (Post-Flashpoint),
anime,Dragon Ball,Whis (Rebirth),,Whis (Rebirth),
anime,Dragon Ball,Whis (Marvel Comics),,Whis (Marvel Comics),
anime,Dragon Ball,Whis (DC Comics),,Whis (DC Comics),
anime,Dragon Ball,Whis (Game),,Whis (Game),
anime,Dragon Ball,Whis (Anime),,Whis (Anime),
anime,Dragon Ball,Broly (Classic),,Broly (Classic),
anime,Dragon Ball,Broly (Modern),,Broly (Modern),
anime,Dragon Ball,Broly (Composite),,Broly (Composite),
anime,Dragon Ball,Broly (Post-Crisis),,Broly (Post-Crisis),
anime,Dragon Ball,Broly (Post-Flashpoint),,Broly (Post-Flashpoint),
anime,Dragon Ball,Broly (Rebirth),,Broly (Rebirth),
anime,Dragon Ball,Broly (Marvel Comics),,Broly (Marvel Comics),
anime,Dragon Ball,Broly (DC Comics),,Broly (DC Comics),
anime,Dragon Ball,Broly (Game),,Broly (Game),
anime,Dragon Ball,Broly (Anime),,Broly (Anime),
anime,Dragon Ball,Trunks,,Trunks,
anime,Dragon Ball,Trunks (Classic),,Trunks (Classic),
anime,Dragon Ball,Trunks (Modern),,Trunks (Modern),
anime,Dragon Ball,Trunks (Composite),,Trunks (Composite),
anime,Dragon Ball,Trunks (Post-Crisis),,Trunks (Post-Crisis),
anime,Dragon Ball,Trunks (Post-Flashpoint),,Trunks (Post-Flashpoint),
anime,Dragon Ball,Trunks (Rebirth),,Trunks (Rebirth),
anime,Dragon Ball,Trunks (Marvel Comics),,Trunks (Marvel Comics),
anime,Dragon Ball,Trunks (DC Comics),,Trunks (DC Comics),
anime,Dragon Ball,Trunks (Game),,Trunks (Game),
anime,Dragon Ball,Trunks (Anime),,Trunks (Anime),
anime,Dragon Ball,Future Trunks,,Future Trunks,
anime,Dragon Ball,Future Trunks (Classic),,Future Trunks (Classic),
anime,Dragon Ball,Future Trunks (Modern),,Future Trunks (Modern),
anime,Dragon Ball,Future Trunks (Composite),,Future Trunks (Composite),
anime,Dragon Ball,Future Trunks (Post-Crisis),,Future Trunks (Post-Crisis),
anime,Dragon Ball,Future Trunks (Post-Flashpoint),,Future Trunks (Post-Flashpoint),
anime,Dragon Ball,Future Trunks (Rebirth),,Future Trunks (Rebirth),
anime,Dragon Ball,Future Trunks (Marvel Comics),,Future Trunks (Marvel Comics),
anime,Dragon Ball,Future Trunks (DC Comics),,Future Trunks (DC Comics),
anime,Dragon Ball,Future Trunks (Game),,Future Trunks (Game),
anime,Dragon Ball,Future Trunks (Anime),,Future Trunks (Anime),
anime,Dragon Ball,Goten,,Goten,
anime,Dragon Ball,Goten (Classic),,Goten (Classic),
anime,Dragon Ball,Goten (Modern),,Goten (Modern),
anime,Dragon Ball,Goten (Composite),,Goten (Composite),
anime,Dragon Ball,Goten (Post-Crisis),,Goten (Post-Crisis),
anime,Dragon Ball,Goten (Post-Flashpoint),,Goten (Post-Flashpoint),
anime,Dragon Ball,Goten (Rebirth),,Goten (Rebirth),
anime,Dragon Ball,Goten (Marvel Comics),,Goten (Marvel Comics),
anime,Dragon Ball,Goten (DC Comics),,Goten (DC Comics),
anime,Dragon Ball,Goten (Game),,Goten (Game),
anime,Dragon Ball,Goten (Anime),,Goten (Anime),
anime,Dragon Ball,Android 17,,Android 17,
anime,Dragon Ball,Android 17 (Classic),,Android 17 (Classic),
anime,Dragon Ball,Android 17 (Modern),,Android 17 (Modern),
anime,Dragon Ball,Android 17 (Composite),,Android 17 (Composite),
anime,Dragon Ball,Android 17 (Post-Crisis),,Android 17 (Post-Crisis),
anime,Dragon Ball,Android 17 (Post-Flashpoint),,Android 17 (Post-Flashpoint),
anime,Dragon Ball,Android 17 (Rebirth),,Android 17 (Rebirth),
anime,Dragon Ball,Android 17 (Marvel Comics),,Android 17 (Marvel Comics),
anime,Dragon Ball,Android 17 (DC Comics),,Android 17 (DC Comics),
anime,Dragon Ball,Android 17 (Game),,Android 17 (Game),
anime,Dragon Ball,Android 17 (Anime),,Android 17 (Anime),
anime,Dragon Ball,Android 18,,Android 18,
anime,Dragon Ball,Android 18 (Classic),,Android 18 (Classic),
anime,Dragon Ball,Android 18 (Modern),,Android 18 (Modern),
anime,Dragon Ball,Android 18 (Composite),,Android 18 (Composite),
anime,Dragon Ball,Android 18 (Post-Crisis),,Android 18 (Post-Crisis),
anime,Dragon Ball,Android 18 (Post-Flashpoint),,Android 18 (Post-Flashpoint),
anime,Dragon Ball,Android 18 (Rebirth),,Android 18 (Rebirth),
anime,Dragon Ball,Android 18 (Marvel Comics),,Android 18 (Marvel Comics),
anime,Dragon Ball,Android 18 (DC Comics),,Android 18 (DC Comics),
anime,Dragon Ball,Android 18 (Game),,Android 18 (Game),
anime,Dragon Ball,Android 18 (Anime),,Android 18 (Anime),
anime,Dragon Ball,Jiren (Classic),,Jiren (Classic),
anime,Dragon Ball,Jiren (Modern),,Jiren (Modern),
anime,Dragon Ball,Jiren (Composite),,Jiren (Composite),
anime,Dragon Ball,Jiren (Post-Crisis),,Jiren (Post-Crisis),
anime,Dragon Ball,Jiren (Post-Flashpoint),,Jiren (Post-Flashpoint),
anime,Dragon Ball,Jiren (Rebirth),,Jiren (Rebirth),
anime,Dragon Ball,Jiren (Marvel Comics),,Jiren (Marvel Comics),
anime,Dragon Ball,Jiren (DC Comics),,Jiren (DC Comics),
anime,Dragon Ball,Jiren (Game),,Jiren (Game),
anime,Dragon Ball,Jiren (Anime),,Jiren (Anime),
anime,Dragon Ball,Hit,,Hit,
anime,Dragon Ball,Hit (Classic),,Hit (Classic),
anime,Dragon Ball,Hit (Modern),,Hit (Modern),
anime,Dragon Ball,Hit (Composite),,Hit (Composite),
anime,Dragon Ball,Hit (Post-Crisis),,Hit (Post-Crisis),
anime,Dragon Ball,Hit (Post-Flashpoint),,Hit (Post-Flashpoint),
anime,Dragon Ball,Hit (Rebirth),,Hit (Rebirth),
anime,Dragon Ball,Hit (Marvel Comics),,Hit (Marvel Comics),
anime,Dragon Ball,Hit (DC Comics),,Hit (DC Comics),
anime,Dragon Ball,Hit (Game),,Hit (Game),
anime,Dragon Ball,Hit (Anime),,Hit (Anime),
anime,Dragon Ball,Zamasu,,Zamasu,
anime,Dragon Ball,Zamasu (Classic),,Zamasu (Classic),
anime,Dragon Ball,Zamasu (Modern),,Zamasu (Modern),
anime,Dragon Ball,Zamasu (Composite),,Zamasu (Composite),
anime,Dragon Ball,Zamasu (Post-Crisis),,Zamasu (Post-Crisis),
anime,Dragon Ball,Zamasu (Post-Flashpoint),,Zamasu (Post-Flashpoint),
anime,Dragon Ball,Zamasu (Rebirth),,Zamasu (Rebirth),
anime,Dragon Ball,Zamasu (Marvel Comics),,Zamasu (Marvel Comics),
anime,Dragon Ball,Zamasu (DC Comics),,Zamasu (DC Comics),
anime,Dragon Ball,Zamasu (Game),,Zamasu (Game),
anime,Dragon Ball,Zamasu (Anime),,Zamasu (Anime),
anime,Dragon Ball,Goku Black,,Goku Black,
anime,Dragon Ball,Goku Black (Classic),,Goku Black (Classic),
anime,Dragon Ball,Goku Black (Modern),,Goku Black (Modern),
anime,Dragon Ball,Goku Black (Composite),,Goku Black (Composite),
anime,Dragon Ball,Goku Black (Post-Crisis),,Goku Black (Post-Crisis),
anime,Dragon Ball,Goku Black (Post-Flashpoint),,Goku Black (Post-Flashpoint),
anime,Dragon Ball,Goku Black (Rebirth),,Goku Black (Rebirth),
anime,Dragon Ball,Goku Black (Marvel Comics),,Goku Black (Marvel Comics),
anime,Dragon Ball,Goku Black (DC Comics),,Goku Black (DC Comics),
anime,Dragon Ball,Goku Black (Game),,Goku Black (Game),
anime,Dragon Ball,Goku Black (Anime),,Goku Black (Anime),
anime,Dragon Ball,Gogeta,,Gogeta,
anime,Dragon Ball,Gogeta (Classic),,Gogeta (Classic),
anime,Dragon Ball,Gogeta (Modern),,Gogeta (Modern),
anime,Dragon Ball,Gogeta (Composite),,Gogeta (Composite),
anime,Dragon Ball,Gogeta (Post-Crisis),,Gogeta (Post-Crisis),
anime,Dragon Ball,Gogeta (Post-Flashpoint),,Gogeta (Post-Flashpoint),
anime,Dragon Ball,Gogeta (Rebirth),,Gogeta (Rebirth),
anime,Dragon Ball,Gogeta (Marvel Comics),,Gogeta (Marvel Comics),
anime,Dragon Ball,Gogeta (DC Comics),,Gogeta (DC Comics),
anime,Dragon Ball,Gogeta (Game),,Gogeta (Game),
