category,franchise,name,aliases,wiki_title,wiki_url
game,Mortal Kombat,Raiden,,Raiden,
game,Tekken,Jin Kazama,Jin,Jin Kazama,
game,Tekken,Kazuya Mishima,Kazuya,Kazuya Mishima,
game,Resident Evil,Albert Wesker,Wesker,Albert Wesker,
game,Resident Evil,Leon S. Kennedy,Leon,Leon S. Kennedy,
game,Halo,Master Chief,John-117,Master Chief,
game,Doom,Doom Slayer,Doomguy,Doom Slayer,
game,Bayonetta,Bayonetta,,Bayonetta,
comic,Marvel,Spider-Man,Peter Parker,Spider-Man,
comic,Marvel,Captain America,Steve Rogers,Captain America,
comic,Marvel,Thor,,Thor,
comic,Marvel,Hulk,Bruce Banner,Hulk,
comic,Marvel,Doctor Strange,Stephen Strange,Doctor Strange,
comic,Marvel,Scarlet Witch,Wanda Maximoff,Scarlet Witch,
comic,Marvel,Black Panther,T'Challa,Black Panther,
comic,Marvel,Wolverine,Logan,Wolverine,
comic,Marvel,Deadpool,Wade Wilson,Deadpool,
comic,Marvel,Magneto,Erik Lehnsherr,Magneto,
comic,Marvel,Professor X,Charles Xavier,Professor X,
comic,Marvel,Silver Surfer,Norrin Radd,Silver Surfer,
comic,Marvel,Galactus,,Galactus,
comic,Marvel,Doctor Doom,Victor Von Doom,Doctor Doom,
comic,DC,Superman,Clark Kent,Superman,
comic,DC,Batman,Bruce Wayne,Batman,
comic,DC,Wonder Woman,Diana Prince,Wonder Woman,
comic,DC,The Flash,Barry Allen,The Flash,
comic,DC,Green Lantern,Hal Jordan,Green Lantern,
comic,DC,Aquaman,Arthur Curry,Aquaman,
comic,DC,Martian Manhunter,J'onn J'onzz,Martian Manhunter,
comic,DC,Shazam,Billy Batson,Shazam,
comic,DC,Black Adam,Teth-Adam,Black Adam,
comic,DC,Joker,,Joker,
comic,DC,Lex Luthor,,Lex Luthor,
comic,DC,Deathstroke,Slade Wilson,Deathstroke,
comic,DC,Doomsday,,Doomsday,
comic,DC,Brainiac,,Brainiac,
