category,franchise,name,aliases,wiki_title,wiki_url
mixed,Crossover Icons,Bowser (Marvel Comics),,Bowser (Marvel Comics),
mixed,Crossover Icons,Bowser (DC Comics),,Bowser (DC Comics),
mixed,Crossover Icons,Bowser (Game),,Bowser (Game),
mixed,Crossover Icons,Bowser (Anime),,Bowser (Anime),
mixed,Crossover Icons,Donkey Kong,,Donkey Kong,
mixed,Crossover Icons,Donkey Kong (Classic),,Donkey Kong (Classic),
mixed,Crossover Icons,Donkey Kong (Modern),,Donkey Kong (Modern),
mixed,Crossover Icons,Donkey Kong (Composite),,Donkey Kong (Composite),
mixed,Crossover Icons,Donkey Kong (Post-Crisis),,Donkey Kong (Post-Crisis),
mixed,Crossover Icons,Donkey Kong (Post-Flashpoint),,Donkey Kong (Post-Flashpoint),
mixed,Crossover Icons,Donkey Kong (Rebirth),,Donkey Kong (Rebirth),
mixed,Crossover Icons,Donkey Kong (Marvel Comics),,Donkey Kong (Marvel Comics),
mixed,Crossover Icons,Donkey Kong (DC Comics),,Donkey Kong (DC Comics),
mixed,Crossover Icons,Donkey Kong (Game),,Donkey Kong (Game),
mixed,Crossover Icons,Donkey Kong (Anime),,Donkey Kong (Anime),
mixed,Crossover Icons,Kirby,,Kirby,
mixed,Crossover Icons,Kirby (Classic),,Kirby (Classic),
mixed,Crossover Icons,Kirby (Modern),,Kirby (Modern),
mixed,Crossover Icons,Kirby (Composite),,Kirby (Composite),
mixed,Crossover Icons,Kirby (Post-Crisis),,Kirby (Post-Crisis),
mixed,Crossover Icons,Kirby (Post-Flashpoint),,Kirby (Post-Flashpoint),
mixed,Crossover Icons,Kirby (Rebirth),,Kirby (Rebirth),
mixed,Crossover Icons,Kirby (Marvel Comics),,Kirby (Marvel Comics),
mixed,Crossover Icons,Kirby (DC Comics),,Kirby (DC Comics),
mixed,Crossover Icons,Kirby (Game),,Kirby (Game),
mixed,Crossover Icons,Kirby (Anime),,Kirby (Anime),
mixed,Crossover Icons,Meta Knight,,Meta Knight,
mixed,Crossover Icons,Meta Knight (Classic),,Meta Knight (Classic),
mixed,Crossover Icons,Meta Knight (Modern),,Meta Knight (Modern),
mixed,Crossover Icons,Meta Knight (Composite),,Meta Knight (Composite),
mixed,Crossover Icons,Meta Knight (Post-Crisis),,Meta Knight (Post-Crisis),
mixed,Crossover Icons,Meta Knight (Post-Flashpoint),,Meta Knight (Post-Flashpoint),
mixed,Crossover Icons,Meta Knight (Rebirth),,Meta Knight (Rebirth),
mixed,Crossover Icons,Meta Knight (Marvel Comics),,Meta Knight (Marvel Comics),
mixed,Crossover Icons,Meta Knight (DC Comics),,Meta Knight (DC Comics),
mixed,Crossover Icons,Meta Knight (Game),,Meta Knight (Game),
mixed,Crossover Icons,Meta Knight (Anime),,Meta Knight (Anime),
mixed,Crossover Icons,Fox McCloud,,Fox McCloud,
mixed,Crossover Icons,Fox McCloud (Classic),,Fox McCloud (Classic),
mixed,Crossover Icons,Fox McCloud (Modern),,Fox McCloud (Modern),
mixed,Crossover Icons,Fox McCloud (Composite),,Fox McCloud (Composite),
mixed,Crossover Icons,Fox McCloud (Post-Crisis),,Fox McCloud (Post-Crisis),
mixed,Crossover Icons,Fox McCloud (Post-Flashpoint),,Fox McCloud (Post-Flashpoint),
mixed,Crossover Icons,Fox McCloud (Rebirth),,Fox McCloud (Rebirth),
mixed,Crossover Icons,Fox McCloud (Marvel Comics),,Fox McCloud (Marvel Comics),
mixed,Crossover Icons,Fox McCloud (DC Comics),,Fox McCloud (DC Comics),
mixed,Crossover Icons,Fox McCloud (Game),,Fox McCloud (Game),
mixed,Crossover Icons,Fox McCloud (Anime),,Fox McCloud (Anime),
mixed,Crossover Icons,Captain Falcon,,Captain Falcon,
mixed,Crossover Icons,Captain Falcon (Classic),,Captain Falcon (Classic),
mixed,Crossover Icons,Captain Falcon (Modern),,Captain Falcon (Modern),
mixed,Crossover Icons,Captain Falcon (Composite),,Captain Falcon (Composite),
mixed,Crossover Icons,Captain Falcon (Post-Crisis),,Captain Falcon (Post-Crisis),
mixed,Crossover Icons,Captain Falcon (Post-Flashpoint),,Captain Falcon (Post-Flashpoint),
mixed,Crossover Icons,Captain Falcon (Rebirth),,Captain Falcon (Rebirth),
mixed,Crossover Icons,Captain Falcon (Marvel Comics),,Captain Falcon (Marvel Comics),
mixed,Crossover Icons,Captain Falcon (DC Comics),,Captain Falcon (DC Comics),
mixed,Crossover Icons,Captain Falcon (Game),,Captain Falcon (Game),
mixed,Crossover Icons,Captain Falcon (Anime),,Captain Falcon (Anime),
mixed,Crossover Icons,Pit,,Pit,
mixed,Crossover Icons,Pit (Classic),,Pit (Classic),
mixed,Crossover Icons,Pit (Modern),,Pit (Modern),
mixed,Crossover Icons,Pit (Composite),,Pit (Composite),
mixed,Crossover Icons,Pit (Post-Crisis),,Pit (Post-Crisis),
mixed,Crossover Icons,Pit (Post-Flashpoint),,Pit (Post-Flashpoint),
mixed,Crossover Icons,Pit (Rebirth),,Pit (Rebirth),
mixed,Crossover Icons,Pit (Marvel Comics),,Pit (Marvel Comics),
mixed,Crossover Icons,Pit (DC Comics),,Pit (DC Comics),
mixed,Crossover Icons,Pit (Game),,Pit (Game),
mixed,Crossover Icons,Pit (Anime),,Pit (Anime),
mixed,Crossover Icons,Palutena,,Palutena,
mixed,Crossover Icons,Palutena (Classic),,Palutena (Classic),
mixed,Crossover Icons,Palutena (Modern),,Palutena (Modern),
mixed,Crossover Icons,Palutena (Composite),,Palutena (Composite),
mixed,Crossover Icons,Palutena (Post-Crisis),,Palutena (Post-Crisis),
mixed,Crossover Icons,Palutena (Post-Flashpoint),,Palutena (Post-Flashpoint),
mixed,Crossover Icons,Palutena (Rebirth),,Palutena (Rebirth),
mixed,Crossover Icons,Palutena (Marvel Comics),,Palutena (Marvel Comics),
mixed,Crossover Icons,Palutena (DC Comics),,Palutena (DC Comics),
mixed,Crossover Icons,Palutena (Game),,Palutena (Game),
mixed,Crossover Icons,Palutena (Anime),,Palutena (Anime),
mixed,Crossover Icons,Inkling,,Inkling,
mixed,Crossover Icons,Inkling (Classic),,Inkling (Classic),
mixed,Crossover Icons,Inkling (Modern),,Inkling (Modern),
mixed,Crossover Icons,Inkling (Composite),,Inkling (Composite),
mixed,Crossover Icons,Inkling (Post-Crisis),,Inkling (Post-Crisis),
mixed,Crossover Icons,Inkling (Post-Flashpoint),,Inkling (Post-Flashpoint),
mixed,Crossover Icons,Inkling (Rebirth),,Inkling (Rebirth),
mixed,Crossover Icons,Inkling (Marvel Comics),,Inkling (Marvel Comics),
mixed,Crossover Icons,Inkling (DC Comics),,Inkling (DC Comics),
mixed,Crossover Icons,Inkling (Game),,Inkling (Game),
mixed,Crossover Icons,Inkling (Anime),,Inkling (Anime),
mixed,Crossover Icons,Shovel Knight,,Shovel Knight,
mixed,Crossover Icons,Shovel Knight (Classic),,Shovel Knight (Classic),
mixed,Crossover Icons,Shovel Knight (Modern),,Shovel Knight (Modern),
mixed,Crossover Icons,Shovel Knight (Composite),,Shovel Knight (Composite),
mixed,Crossover Icons,Shovel Knight (Post-Crisis),,Shovel Knight (Post-Crisis),
mixed,Crossover Icons,Shovel Knight (Post-Flashpoint),,Shovel Knight (Post-Flashpoint),
mixed,Crossover Icons,Shovel Knight (Rebirth),,Shovel Knight (Rebirth),
mixed,Crossover Icons,Shovel Knight (Marvel Comics),,Shovel Knight (Marvel Comics),
mixed,Crossover Icons,Shovel Knight (DC Comics),,Shovel Knight (DC Comics),
mixed,Crossover Icons,Shovel Knight (Game),,Shovel Knight (Game),
mixed,Crossover Icons,Shovel Knight (Anime),,Shovel Knight (Anime),
mixed,Crossover Icons,Shantae,,Shantae,
mixed,Crossover Icons,Shantae (Classic),,Shantae (Classic),
mixed,Crossover Icons,Shantae (Modern),,Shantae (Modern),
mixed,Crossover Icons,Shantae (Composite),,Shantae (Composite),
mixed,Crossover Icons,Shantae (Post-Crisis),,Shantae (Post-Crisis),
mixed,Crossover Icons,Shantae (Post-Flashpoint),,Shantae (Post-Flashpoint),
mixed,Crossover Icons,Shantae (Rebirth),,Shantae (Rebirth),
mixed,Crossover Icons,Shantae (Marvel Comics),,Shantae (Marvel Comics),
mixed,Crossover Icons,Shantae (DC Comics),,Shantae (DC Comics),
mixed,Crossover Icons,Shantae (Game),,Shantae (Game),
mixed,Crossover Icons,Shantae (Anime),,Shantae (Anime),
mixed,Crossover Icons,Lara Croft,,Lara Croft,
mixed,Crossover Icons,Lara Croft (Classic),,Lara Croft (Classic),
mixed,Crossover Icons,Lara Croft (Modern),,Lara Croft (Modern),
mixed,Crossover Icons,Lara Croft (Composite),,Lara Croft (Composite),
mixed,Crossover Icons,Lara Croft (Post-Crisis),,Lara Croft (Post-Crisis),
mixed,Crossover Icons,Lara Croft (Post-Flashpoint),,Lara Croft (Post-Flashpoint),
mixed,Crossover Icons,Lara Croft (Rebirth),,Lara Croft (Rebirth),
mixed,Crossover Icons,Lara Croft (Marvel Comics),,Lara Croft (Marvel Comics),
mixed,Crossover Icons,Lara Croft (DC Comics),,Lara Croft (DC Comics),
mixed,Crossover Icons,Lara Croft (Game),,Lara Croft (Game),
mixed,Crossover Icons,Lara Croft (Anime),,Lara Croft (Anime),
mixed,Crossover Icons,Nathan Drake,,Nathan Drake,
mixed,Crossover Icons,Nathan Drake (Classic),,Nathan Drake (Classic),
mixed,Crossover Icons,Nathan Drake (Modern),,Nathan Drake (Modern),
mixed,Crossover Icons,Nathan Drake (Composite),,Nathan Drake (Composite),
mixed,Crossover Icons,Nathan Drake (Post-Crisis),,Nathan Drake (Post-Crisis),
mixed,Crossover Icons,Nathan Drake (Post-Flashpoint),,Nathan Drake (Post-Flashpoint),
mixed,Crossover Icons,Nathan Drake (Rebirth),,Nathan Drake (Rebirth),
mixed,Crossover Icons,Nathan Drake (Marvel Comics),,Nathan Drake (Marvel Comics),
mixed,Crossover Icons,Nathan Drake (DC Comics),,Nathan Drake (DC Comics),
mixed,Crossover Icons,Nathan Drake (Game),,Nathan Drake (Game),
mixed,Crossover Icons,Nathan Drake (Anime),,Nathan Drake (Anime),
mixed,Crossover Icons,Kratos,,Kratos,
mixed,Crossover Icons,Kratos (Classic),,Kratos (Classic),
mixed,Crossover Icons,Kratos (Modern),,Kratos (Modern),
mixed,Crossover Icons,Kratos (Composite),,Kratos (Composite),
mixed,Crossover Icons,Kratos (Post-Crisis),,Kratos (Post-Crisis),
mixed,Crossover Icons,Kratos (Post-Flashpoint),,Kratos (Post-Flashpoint),
mixed,Crossover Icons,Kratos (Rebirth),,Kratos (Rebirth),
mixed,Crossover Icons,Kratos (Marvel Comics),,Kratos (Marvel Comics),
mixed,Crossover Icons,Kratos (DC Comics),,Kratos (DC Comics),
mixed,Crossover Icons,Kratos (Game),,Kratos (Game),
mixed,Crossover Icons,Kratos (Anime),,Kratos (Anime),
mixed,Crossover Icons,Doom Slayer,,Doom Slayer,
mixed,Crossover Icons,Doom Slayer (Classic),,Doom Slayer (Classic),
mixed,Crossover Icons,Doom Slayer (Modern),,Doom Slayer (Modern),
mixed,Crossover Icons,Doom Slayer (Composite),,Doom Slayer (Composite),
mixed,Crossover Icons,Doom Slayer (Post-Crisis),,Doom Slayer (Post-Crisis),
mixed,Crossover Icons,Doom Slayer (Post-Flashpoint),,Doom Slayer (Post-Flashpoint),
mixed,Crossover Icons,Doom Slayer (Rebirth),,Doom Slayer (Rebirth),
mixed,Crossover Icons,Doom Slayer (Marvel Comics),,Doom Slayer (Marvel Comics),
mixed,Crossover Icons,Doom Slayer (DC Comics),,Doom Slayer (DC Comics),
mixed,Crossover Icons,Doom Slayer (Game),,Doom Slayer (Game),
mixed,Crossover Icons,Doom Slayer (Anime),,Doom Slayer (Anime),
mixed,Crossover Icons,Master Chief,,Master Chief,
mixed,Crossover Icons,Master Chief (Classic),,Master Chief (Classic),
mixed,Crossover Icons,Master Chief (Modern),,Master Chief (Modern),
mixed,Crossover Icons,Master Chief (Composite),,Master Chief (Composite),
mixed,Crossover Icons,Master Chief (Post-Crisis),,Master Chief (Post-Crisis),
mixed,Crossover Icons,Master Chief (Post-Flashpoint),,Master Chief (Post-Flashpoint),
mixed,Crossover Icons,Master Chief (Rebirth),,Master Chief (Rebirth),
mixed,Crossover Icons,Master Chief (Marvel Comics),,Master Chief (Marvel Comics),
mixed,Crossover Icons,Master Chief (DC Comics),,Master Chief (DC Comics),
mixed,Crossover Icons,Master Chief (Game),,Master Chief (Game),
mixed,Crossover Icons,Master Chief (Anime),,Master Chief (Anime),
mixed,Crossover Icons,Sonic the Hedgehog,,Sonic the Hedgehog,
mixed,Crossover Icons,Sonic the Hedgehog (Classic),,Sonic the Hedgehog (Classic),
mixed,Crossover Icons,Sonic the Hedgehog (Modern),,Sonic the Hedgehog (Modern),
mixed,Crossover Icons,Sonic the Hedgehog (Composite),,Sonic the Hedgehog (Composite),
mixed,Crossover Icons,Sonic the Hedgehog (Post-Crisis),,Sonic the Hedgehog (Post-Crisis),
mixed,Crossover Icons,Sonic the Hedgehog (Post-Flashpoint),,Sonic the Hedgehog (Post-Flashpoint),
mixed,Crossover Icons,Sonic the Hedgehog (Rebirth),,Sonic the Hedgehog (Rebirth),
mixed,Crossover Icons,Sonic the Hedgehog (Marvel Comics),,Sonic the Hedgehog (Marvel Comics),
mixed,Crossover Icons,Sonic the Hedgehog (DC Comics),,Sonic the Hedgehog (DC Comics),
mixed,Crossover Icons,Sonic the Hedgehog (Game),,Sonic the Hedgehog (Game),
mixed,Crossover Icons,Sonic the Hedgehog (Anime),,Sonic the Hedgehog (Anime),
mixed,Crossover Icons,Mega Man,,Mega Man,
mixed,Crossover Icons,Mega Man (Classic),,Mega Man (Classic),
mixed,Crossover Icons,Mega Man (Modern),,Mega Man (Modern),
