category,franchise,name,aliases,wiki_title,wiki_url
game,Final Fantasy,Tidus (Final Fantasy),,Tidus (Final Fantasy),
game,Final Fantasy,Tidus (Game),,Tidus (Game),
game,Final Fantasy,Yuna,,Yuna,
game,Final Fantasy,Yuna (Final Fantasy),,Yuna (Final Fantasy),
game,Final Fantasy,Yuna (Game),,Yuna (Game),
game,Final Fantasy,Auron,,Auron,
game,Final Fantasy,Auron (Final Fantasy),,Auron (Final Fantasy),
game,Final Fantasy,Auron (Game),,Auron (Game),
game,Final Fantasy,Jecht,,Jecht,
game,Final Fantasy,Jecht (Final Fantasy),,Jecht (Final Fantasy),
game,Final Fantasy,Jecht (Game),,Jecht (Game),
game,Final Fantasy,Lightning,,Lightning,
game,Final Fantasy,Lightning (Final Fantasy),,Lightning (Final Fantasy),
game,Final Fantasy,Lightning (Game),,Lightning (Game),
game,Final Fantasy,Noctis Lucis Caelum,,Noctis Lucis Caelum,
game,Final Fantasy,Noctis Lucis Caelum (Final Fantasy),,Noctis Lucis Caelum (Final Fantasy),
game,Final Fantasy,Noctis Lucis Caelum (Game),,Noctis Lucis Caelum (Game),
game,Final Fantasy,Clive Rosfield,,Clive Rosfield,
game,Final Fantasy,Clive Rosfield (Final Fantasy),,Clive Rosfield (Final Fantasy),
game,Final Fantasy,Clive Rosfield (Game),,Clive Rosfield (Game),
game,Final Fantasy,Joshua Rosfield,,Joshua Rosfield,
game,Final Fantasy,Joshua Rosfield (Final Fantasy),,Joshua Rosfield (Final Fantasy),
game,Final Fantasy,Joshua Rosfield (Game),,Joshua Rosfield (Game),
game,Final Fantasy,Jill Warrick,,Jill Warrick,
game,Final Fantasy,Jill Warrick (Final Fantasy),,Jill Warrick (Final Fantasy),
game,Final Fantasy,Jill Warrick (Game),,Jill Warrick (Game),
game,Final Fantasy,Kefka Palazzo,,Kefka Palazzo,
game,Final Fantasy,Kefka Palazzo (Final Fantasy),,Kefka Palazzo (Final Fantasy),
game,Final Fantasy,Kefka Palazzo (Game),,Kefka Palazzo (Game),
game,Final Fantasy,Terra Branford,,Terra Branford,
game,Final Fantasy,Terra Branford (Final Fantasy),,Terra Branford (Final Fantasy),
game,Final Fantasy,Terra Branford (Game),,Terra Branford (Game),
game,Final Fantasy,Cecil Harvey,,Cecil Harvey,
game,Final Fantasy,Cecil Harvey (Final Fantasy),,Cecil Harvey (Final Fantasy),
game,Final Fantasy,Cecil Harvey (Game),,Cecil Harvey (Game),
game,Final Fantasy,Kain Highwind,,Kain Highwind,
game,Final Fantasy,Kain Highwind (Final Fantasy),,Kain Highwind (Final Fantasy),
game,Final Fantasy,Kain Highwind (Game),,Kain Highwind (Game),
game,Final Fantasy,Golbez,,Golbez,
game,Final Fantasy,Golbez (Final Fantasy),,Golbez (Final Fantasy),
game,Final Fantasy,Golbez (Game),,Golbez (Game),
game,Final Fantasy,Warrior of Light,,Warrior of Light,
game,Final Fantasy,Warrior of Light (Final Fantasy),,Warrior of Light (Final Fantasy),
game,Final Fantasy,Warrior of Light (Game),,Warrior of Light (Game),
game,Final Fantasy,Garland,,Garland,
game,Final Fantasy,Garland (Final Fantasy),,Garland (Final Fantasy),
game,Final Fantasy,Garland (Game),,Garland (Game),
game,Final Fantasy,Ultimecia,,Ultimecia,
game,Final Fantasy,Ultimecia (Final Fantasy),,Ultimecia (Final Fantasy),
game,Final Fantasy,Ultimecia (Game),,Ultimecia (Game),
game,Final Fantasy,Kuja,,Kuja,
game,Final Fantasy,Kuja (Final Fantasy),,Kuja (Final Fantasy),
game,Final Fantasy,Kuja (Game),,Kuja (Game),
game,Final Fantasy,Emet-Selch,,Emet-Selch,
game,Final Fantasy,Emet-Selch (Final Fantasy),,Emet-Selch (Final Fantasy),
game,Final Fantasy,Emet-Selch (Game),,Emet-Selch (Game),
game,Final Fantasy,Hydaelyn,,Hydaelyn,
game,Final Fantasy,Hydaelyn (Final Fantasy),,Hydaelyn (Final Fantasy),
game,Final Fantasy,Hydaelyn (Game),,Hydaelyn (Game),
game,Final Fantasy,Zodiark,,Zodiark,
game,Final Fantasy,Zodiark (Final Fantasy),,Zodiark (Final Fantasy),
game,Final Fantasy,Zodiark (Game),,Zodiark (Game),
game,Kingdom Hearts,Sora (Kingdom Hearts),,Sora (Kingdom Hearts),
game,Kingdom Hearts,Sora (Game),,Sora (Game),
game,Kingdom Hearts,Riku (Kingdom Hearts),,Riku (Kingdom Hearts),
game,Kingdom Hearts,Riku (Game),,Riku (Game),
game,Kingdom Hearts,Kairi (Kingdom Hearts),,Kairi (Kingdom Hearts),
game,Kingdom Hearts,Kairi (Game),,Kairi (Game),
game,Kingdom Hearts,Mickey Mouse,,Mickey Mouse,
game,Kingdom Hearts,Mickey Mouse (Kingdom Hearts),,Mickey Mouse (Kingdom Hearts),
game,Kingdom Hearts,Mickey Mouse (Game),,Mickey Mouse (Game),
game,Kingdom Hearts,Donald Duck,,Donald Duck,
game,Kingdom Hearts,Donald Duck (Kingdom Hearts),,Donald Duck (Kingdom Hearts),
game,Kingdom Hearts,Donald Duck (Game),,Donald Duck (Game),
game,Kingdom Hearts,Goofy,,Goofy,
game,Kingdom Hearts,Goofy (Kingdom Hearts),,Goofy (Kingdom Hearts),
game,Kingdom Hearts,Goofy (Game),,Goofy (Game),
game,Kingdom Hearts,Roxas (Kingdom Hearts),,Roxas (Kingdom Hearts),
game,Kingdom Hearts,Roxas (Game),,Roxas (Game),
game,Kingdom Hearts,Axel (Kingdom Hearts),,Axel (Kingdom Hearts),
game,Kingdom Hearts,Axel (Game),,Axel (Game),
game,Kingdom Hearts,Xion (Kingdom Hearts),,Xion (Kingdom Hearts),
game,Kingdom Hearts,Xion (Game),,Xion (Game),
game,Kingdom Hearts,Aqua (Kingdom Hearts),,Aqua (Kingdom Hearts),
game,Kingdom Hearts,Aqua (Game),,Aqua (Game),
game,Kingdom Hearts,Terra (Kingdom Hearts),,Terra (Kingdom Hearts),
game,Kingdom Hearts,Terra (Game),,Terra (Game),
game,Kingdom Hearts,Ventus (Kingdom Hearts),,Ventus (Kingdom Hearts),
game,Kingdom Hearts,Ventus (Game),,Ventus (Game),
game,Kingdom Hearts,Vanitas (Kingdom Hearts),,Vanitas (Kingdom Hearts),
game,Kingdom Hearts,Vanitas (Game),,Vanitas (Game),
game,Kingdom Hearts,Master Xehanort,,Master Xehanort,
game,Kingdom Hearts,Master Xehanort (Kingdom Hearts),,Master Xehanort (Kingdom Hearts),
game,Kingdom Hearts,Master Xehanort (Game),,Master Xehanort (Game),
game,Kingdom Hearts,Ansem Seeker of Darkness (Kingdom Hearts),,Ansem Seeker of Darkness (Kingdom Hearts),
game,Kingdom Hearts,Ansem Seeker of Darkness (Game),,Ansem Seeker of Darkness (Game),
game,Kingdom Hearts,Xemnas (Kingdom Hearts),,Xemnas (Kingdom Hearts),
game,Kingdom Hearts,Xemnas (Game),,Xemnas (Game),
game,Kingdom Hearts,Marluxia (Kingdom Hearts),,Marluxia (Kingdom Hearts),
game,Kingdom Hearts,Marluxia (Game),,Marluxia (Game),
game,Kingdom Hearts,Larxene,,Larxene,
game,Kingdom Hearts,Larxene (Kingdom Hearts),,Larxene (Kingdom Hearts),
game,Kingdom Hearts,Larxene (Game),,Larxene (Game),
game,Kingdom Hearts,Saix (Kingdom Hearts),,Saix (Kingdom Hearts),
game,Kingdom Hearts,Saix (Game),,Saix (Game),
game,Kingdom Hearts,Xigbar,,Xigbar,
game,Kingdom Hearts,Xigbar (Kingdom Hearts),,Xigbar (Kingdom Hearts),
game,Kingdom Hearts,Xigbar (Game),,Xigbar (Game),
game,Kingdom Hearts,Namine,,Namine,
game,Kingdom Hearts,Namine (Kingdom Hearts),,Namine (Kingdom Hearts),
game,Kingdom Hearts,Namine (Game),,Namine (Game),
game,Kingdom Hearts,Master Eraqus,,Master Eraqus,
game,Kingdom Hearts,Master Eraqus (Kingdom Hearts),,Master Eraqus (Kingdom Hearts),
game,Kingdom Hearts,Master Eraqus (Game),,Master Eraqus (Game),
game,Devil May Cry,Dante (Devil May Cry),,Dante (Devil May Cry),
game,Devil May Cry,Dante (Game),,Dante (Game),
game,Devil May Cry,Vergil (Devil May Cry),,Vergil (Devil May Cry),
game,Devil May Cry,Vergil (Game),,Vergil (Game),
game,Devil May Cry,Nero (Devil May Cry),,Nero (Devil May Cry),
game,Devil May Cry,Nero (Game),,Nero (Game),
game,Devil May Cry,Trish,,Trish,
game,Devil May Cry,Trish (Devil May Cry),,Trish (Devil May Cry),
game,Devil May Cry,Trish (Game),,Trish (Game),
game,Devil May Cry,Lady,,Lady,
game,Devil May Cry,Lady (Devil May Cry),,Lady (Devil May Cry),
game,Devil May Cry,Lady (Game),,Lady (Game),
game,Devil May Cry,V,,V,
game,Devil May Cry,V (Devil May Cry),,V (Devil May Cry),
game,Devil May Cry,V (Game),,V (Game),
game,Devil May Cry,Sparda,,Sparda,
game,Devil May Cry,Sparda (Devil May Cry),,Sparda (Devil May Cry),
game,Devil May Cry,Sparda (Game),,Sparda (Game),
game,Devil May Cry,Mundus,,Mundus,
game,Devil May Cry,Mundus (Devil May Cry),,Mundus (Devil May Cry),
game,Devil May Cry,Mundus (Game),,Mundus (Game),
game,Devil May Cry,Arkham,,Arkham,
game,Devil May Cry,Arkham (Devil May Cry),,Arkham (Devil May Cry),
game,Devil May Cry,Arkham (Game),,Arkham (Game),
game,Devil May Cry,Arius,,Arius,
game,Devil May Cry,Arius (Devil May Cry),,Arius (Devil May Cry),
game,Devil May Cry,Arius (Game),,Arius (Game),
game,Devil May Cry,Sanctus,,Sanctus,
game,Devil May Cry,Sanctus (Devil May Cry),,Sanctus (Devil May Cry),
game,Devil May Cry,Sanctus (Game),,Sanctus (Game),
game,Devil May Cry,Credo,,Credo,
game,Devil May Cry,Credo (Devil May Cry),,Credo (Devil May Cry),
game,Devil May Cry,Credo (Game),,Credo (Game),
game,Devil May Cry,Agnus,,Agnus,
game,Devil May Cry,Agnus (Devil May Cry),,Agnus (Devil May Cry),
game,Devil May Cry,Agnus (Game),,Agnus (Game),
game,Devil May Cry,Urizen,,Urizen,
game,Devil May Cry,Urizen (Devil May Cry),,Urizen (Devil May Cry),
game,Devil May Cry,Urizen (Game),,Urizen (Game),
game,Devil May Cry,Nightmare,,Nightmare,
game,Devil May Cry,Nightmare (Devil May Cry),,Nightmare (Devil May Cry),
game,Devil May Cry,Nightmare (Game),,Nightmare (Game),
game,Devil May Cry,Nelo Angelo,,Nelo Angelo,
game,Devil May Cry,Nelo Angelo (Devil May Cry),,Nelo Angelo (Devil May Cry),
game,Devil May Cry,Nelo Angelo (Game),,Nelo Angelo (Game),
game,Doom,Doom Slayer (Doom),,Doom Slayer (Doom),
game,Doom,Doom Slayer (Game),,Doom Slayer (Game),
game,Doom,Doomguy,,Doomguy,
game,Doom,Doomguy (Doom),,Doomguy (Doom),
game,Doom,Doomguy (Game),,Doomguy (Game),
game,Doom,Marauder (Doom),,Marauder (Doom),
game,Doom,Marauder (Game),,Marauder (Game),
game,Doom,Cyberdemon (Doom),,Cyberdemon (Doom),
game,Doom,Cyberdemon (Game),,Cyberdemon (Game),
game,Doom,Spider Mastermind,,Spider Mastermind,
game,Doom,Spider Mastermind (Doom),,Spider Mastermind (Doom),
game,Doom,Spider Mastermind (Game),,Spider Mastermind (Game),
game,Doom,Icon of Sin (Doom),,Icon of Sin (Doom),
game,Doom,Icon of Sin (Game),,Icon of Sin (Game),
game,Doom,Khan Maykr,,Khan Maykr,
game,Doom,Khan Maykr (Doom),,Khan Maykr (Doom),
game,Doom,Khan Maykr (Game),,Khan Maykr (Game),
game,Doom,Samuel Hayden,,Samuel Hayden,
game,Doom,Samuel Hayden (Doom),,Samuel Hayden (Doom),
game,Doom,Samuel Hayden (Game),,Samuel Hayden (Game),
game,Doom,Olivia Pierce,,Olivia Pierce,
game,Doom,Olivia Pierce (Doom),,Olivia Pierce (Doom),
game,Doom,Olivia Pierce (Game),,Olivia Pierce (Game),
game,Doom,Baron of Hell,,Baron of Hell,
game,Doom,Baron of Hell (Doom),,Baron of Hell (Doom),
game,Doom,Baron of Hell (Game),,Baron of Hell (Game),
game,Doom,Revenant,,Revenant,
game,Doom,Revenant (Doom),,Revenant (Doom),
game,Doom,Revenant (Game),,Revenant (Game),
game,Doom,Arch-Vile,,Arch-Vile,
game,Doom,Arch-Vile (Doom),,Arch-Vile (Doom),
game,Doom,Arch-Vile (Game),,Arch-Vile (Game),
game,God of War,Kratos (God of War),,Kratos (God of War),
game,God of War,Kratos (Game),,Kratos (Game),
game,God of War,Atreus (God of War),,Atreus (God of War),
game,God of War,Atreus (Game),,Atreus (Game),
game,God of War,Zeus,,Zeus,
game,God of War,Zeus (God of War),,Zeus (God of War),
game,God of War,Zeus (Game),,Zeus (Game),
game,God of War,Ares,,Ares,
game,God of War,Ares (God of War),,Ares (God of War),
game,God of War,Ares (Game),,Ares (Game),
game,God of War,Athena,,Athena,
game,God of War,Athena (God of War),,Athena (God of War),
game,God of War,Athena (Game),,Athena (Game),
game,God of War,Hades,,Hades,
game,God of War,Hades (God of War),,Hades (God of War),
game,God of War,Hades (Game),,Hades (Game),
game,God of War,Poseidon,,Poseidon,
game,God of War,Poseidon (God of War),,Poseidon (God of War),
game,God of War,Poseidon (Game),,Poseidon (Game),
game,God of War,Hercules,,Hercules,
game,God of War,Hercules (God of War),,Hercules (God of War),
game,God of War,Hercules (Game),,Hercules (Game),
game,God of War,Baldur,,Baldur,
game,God of War,Baldur (God of War),,Baldur (God of War),
game,God of War,Baldur (Game),,Baldur (Game),
game,God of War,Freya,,Freya,
game,God of War,Freya (God of War),,Freya (God of War),
game,God of War,Freya (Game),,Freya (Game),
game,God of War,Thor,,Thor,
game,God of War,Thor (God of War),,Thor (God of War),
game,God of War,Thor (Game),,Thor (Game),
game,God of War,Odin,,Odin,
game,God of War,Odin (God of War),,Odin (God of War),
game,God of War,Odin (Game),,Odin (Game),
game,God of War,Heimdall,,Heimdall,
game,God of War,Heimdall (God of War),,Heimdall (God of War),
game,God of War,Heimdall (Game),,Heimdall (Game),
game,God of War,Tyr,,Tyr,
game,God of War,Tyr (God of War),,Tyr (God of War),
game,God of War,Tyr (Game),,Tyr (Game),
game,God of War,Mimir,,Mimir,
game,God of War,Mimir (God of War),,Mimir (God of War),
game,God of War,Mimir (Game),,Mimir (Game),
game,God of War,Fenrir,,Fenrir,
game,God of War,Fenrir (God of War),,Fenrir (God of War),
game,God of War,Fenrir (Game),,Fenrir (Game),
game,God of War,Surtr,,Surtr,
game,God of War,Surtr (God of War),,Surtr (God of War),
game,God of War,Surtr (Game),,Surtr (Game),
game,God of War,Magni,,Magni,
game,God of War,Magni (God of War),,Magni (God of War),
game,God of War,Magni (Game),,Magni (Game),
game,God of War,Modi,,Modi,
game,God of War,Modi (God of War),,Modi (God of War),
game,God of War,Modi (Game),,Modi (Game),
