category,franchise,name,aliases,wiki_title,wiki_url
comic,Marvel,Miles Morales (Game),,Miles Morales (Game),
comic,Marvel,Miles Morales (Anime),,Miles Morales (Anime),
comic,Marvel,Captain America (Classic),Steve Rogers,Captain America (Classic),
comic,Marvel,Captain America (Modern),Steve Rogers,Captain America (Modern),
comic,Marvel,Captain America (Composite),Steve Rogers,Captain America (Composite),
comic,Marvel,Captain America (Post-Crisis),Steve Rogers,Captain America (Post-Crisis),
comic,Marvel,Captain America (Post-Flashpoint),Steve Rogers,Captain America (Post-Flashpoint),
comic,Marvel,Captain America (Rebirth),Steve Rogers,Captain America (Rebirth),
comic,Marvel,Captain America (Marvel Comics),Steve Rogers,Captain America (Marvel Comics),
comic,Marvel,Captain America (DC Comics),Steve Rogers,Captain America (DC Comics),
comic,Marvel,Captain America (Game),Steve Rogers,Captain America (Game),
comic,Marvel,Captain America (Anime),Steve Rogers,Captain America (Anime),
comic,Marvel,Thor (Classic),,Thor (Classic),
comic,Marvel,Thor (Modern),,Thor (Modern),
comic,Marvel,Thor (Composite),,Thor (Composite),
comic,Marvel,Thor (Post-Crisis),,Thor (Post-Crisis),
comic,Marvel,Thor (Post-Flashpoint),,Thor (Post-Flashpoint),
comic,Marvel,Thor (Rebirth),,Thor (Rebirth),
comic,Marvel,Thor (Marvel Comics),,Thor (Marvel Comics),
comic,Marvel,Thor (DC Comics),,Thor (DC Comics),
comic,Marvel,Thor (Game),,Thor (Game),
comic,Marvel,Thor (Anime),,Thor (Anime),
comic,Marvel,Hulk (Classic),Bruce Banner,Hulk (Classic),
comic,Marvel,Hulk (Modern),Bruce Banner,Hulk (Modern),
comic,Marvel,Hulk (Composite),Bruce Banner,Hulk (Composite),
comic,Marvel,Hulk (Post-Crisis),Bruce Banner,Hulk (Post-Crisis),
comic,Marvel,Hulk (Post-Flashpoint),Bruce Banner,Hulk (Post-Flashpoint),
comic,Marvel,Hulk (Rebirth),Bruce Banner,Hulk (Rebirth),
comic,Marvel,Hulk (Marvel Comics),Bruce Banner,Hulk (Marvel Comics),
comic,Marvel,Hulk (DC Comics),Bruce Banner,Hulk (DC Comics),
comic,Marvel,Hulk (Game),Bruce Banner,Hulk (Game),
comic,Marvel,Hulk (Anime),Bruce Banner,Hulk (Anime),
comic,Marvel,Wolverine (Classic),Logan,Wolverine (Classic),
comic,Marvel,Wolverine (Modern),Logan,Wolverine (Modern),
comic,Marvel,Wolverine (Composite),Logan,Wolverine (Composite),
comic,Marvel,Wolverine (Post-Crisis),Logan,Wolverine (Post-Crisis),
comic,Marvel,Wolverine (Post-Flashpoint),Logan,Wolverine (Post-Flashpoint),
comic,Marvel,Wolverine (Rebirth),Logan,Wolverine (Rebirth),
comic,Marvel,Wolverine (Marvel Comics),Logan,Wolverine (Marvel Comics),
comic,Marvel,Wolverine (DC Comics),Logan,Wolverine (DC Comics),
comic,Marvel,Wolverine (Game),Logan,Wolverine (Game),
comic,Marvel,Wolverine (Anime),Logan,Wolverine (Anime),
comic,Marvel,Deadpool (Classic),Wade Wilson,Deadpool (Classic),
comic,Marvel,Deadpool (Modern),Wade Wilson,Deadpool (Modern),
comic,Marvel,Deadpool (Composite),Wade Wilson,Deadpool (Composite),
comic,Marvel,Deadpool (Post-Crisis),Wade Wilson,Deadpool (Post-Crisis),
comic,Marvel,Deadpool (Post-Flashpoint),Wade Wilson,Deadpool (Post-Flashpoint),
comic,Marvel,Deadpool (Rebirth),Wade Wilson,Deadpool (Rebirth),
comic,Marvel,Deadpool (Marvel Comics),Wade Wilson,Deadpool (Marvel Comics),
comic,Marvel,Deadpool (DC Comics),Wade Wilson,Deadpool (DC Comics),
comic,Marvel,Deadpool (Game),Wade Wilson,Deadpool (Game),
comic,Marvel,Deadpool (Anime),Wade Wilson,Deadpool (Anime),
comic,Marvel,Doctor Strange (Classic),Stephen Strange,Doctor Strange (Classic),
comic,Marvel,Doctor Strange (Modern),Stephen Strange,Doctor Strange (Modern),
comic,Marvel,Doctor Strange (Composite),Stephen Strange,Doctor Strange (Composite),
comic,Marvel,Doctor Strange (Post-Crisis),Stephen Strange,Doctor Strange (Post-Crisis),
comic,Marvel,Doctor Strange (Post-Flashpoint),Stephen Strange,Doctor Strange (Post-Flashpoint),
comic,Marvel,Doctor Strange (Rebirth),Stephen Strange,Doctor Strange (Rebirth),
comic,Marvel,Doctor Strange (Marvel Comics),Stephen Strange,Doctor Strange (Marvel Comics),
comic,Marvel,Doctor Strange (DC Comics),Stephen Strange,Doctor Strange (DC Comics),
comic,Marvel,Doctor Strange (Game),Stephen Strange,Doctor Strange (Game),
comic,Marvel,Doctor Strange (Anime),Stephen Strange,Doctor Strange (Anime),
comic,Marvel,Scarlet Witch (Classic),Wanda Maximoff,Scarlet Witch (Classic),
comic,Marvel,Scarlet Witch (Modern),Wanda Maximoff,Scarlet Witch (Modern),
comic,Marvel,Scarlet Witch (Composite),Wanda Maximoff,Scarlet Witch (Composite),
comic,Marvel,Scarlet Witch (Post-Crisis),Wanda Maximoff,Scarlet Witch (Post-Crisis),
comic,Marvel,Scarlet Witch (Post-Flashpoint),Wanda Maximoff,Scarlet Witch (Post-Flashpoint),
comic,Marvel,Scarlet Witch (Rebirth),Wanda Maximoff,Scarlet Witch (Rebirth),
comic,Marvel,Scarlet Witch (Marvel Comics),Wanda Maximoff,Scarlet Witch (Marvel Comics),
comic,Marvel,Scarlet Witch (DC Comics),Wanda Maximoff,Scarlet Witch (DC Comics),
comic,Marvel,Scarlet Witch (Game),Wanda Maximoff,Scarlet Witch (Game),
comic,Marvel,Scarlet Witch (Anime),Wanda Maximoff,Scarlet Witch (Anime),
comic,Marvel,Black Panther (Classic),T'Challa,Black Panther (Classic),
comic,Marvel,Black Panther (Modern),T'Challa,Black Panther (Modern),
comic,Marvel,Black Panther (Composite),T'Challa,Black Panther (Composite),
comic,Marvel,Black Panther (Post-Crisis),T'Challa,Black Panther (Post-Crisis),
comic,Marvel,Black Panther (Post-Flashpoint),T'Challa,Black Panther (Post-Flashpoint),
comic,Marvel,Black Panther (Rebirth),T'Challa,Black Panther (Rebirth),
comic,Marvel,Black Panther (Marvel Comics),T'Challa,Black Panther (Marvel Comics),
comic,Marvel,Black Panther (DC Comics),T'Challa,Black Panther (DC Comics),
comic,Marvel,Black Panther (Game),T'Challa,Black Panther (Game),
comic,Marvel,Black Panther (Anime),T'Challa,Black Panther (Anime),
comic,Marvel,Storm (Classic),Ororo Munroe,Storm (Classic),
comic,Marvel,Storm (Modern),Ororo Munroe,Storm (Modern),
comic,Marvel,Storm (Composite),Ororo Munroe,Storm (Composite),
comic,Marvel,Storm (Post-Crisis),Ororo Munroe,Storm (Post-Crisis),
comic,Marvel,Storm (Post-Flashpoint),Ororo Munroe,Storm (Post-Flashpoint),
comic,Marvel,Storm (Rebirth),Ororo Munroe,Storm (Rebirth),
comic,Marvel,Storm (Marvel Comics),Ororo Munroe,Storm (Marvel Comics),
comic,Marvel,Storm (DC Comics),Ororo Munroe,Storm (DC Comics),
comic,Marvel,Storm (Game),Ororo Munroe,Storm (Game),
comic,Marvel,Storm (Anime),Ororo Munroe,Storm (Anime),
comic,Marvel,Magneto (Classic),Erik Lensherr,Magneto (Classic),
comic,Marvel,Magneto (Modern),Erik Lensherr,Magneto (Modern),
comic,Marvel,Magneto (Composite),Erik Lensherr,Magneto (Composite),
comic,Marvel,Magneto (Post-Crisis),Erik Lensherr,Magneto (Post-Crisis),
comic,Marvel,Magneto (Post-Flashpoint),Erik Lensherr,Magneto (Post-Flashpoint),
comic,Marvel,Magneto (Rebirth),Erik Lensherr,Magneto (Rebirth),
comic,Marvel,Magneto (Marvel Comics),Erik Lensherr,Magneto (Marvel Comics),
comic,Marvel,Magneto (DC Comics),Erik Lensherr,Magneto (DC Comics),
comic,Marvel,Magneto (Game),Erik Lensherr,Magneto (Game),
comic,Marvel,Magneto (Anime),Erik Lensherr,Magneto (Anime),
comic,Marvel,Professor X (Classic),Charles Xavier,Professor X (Classic),
comic,Marvel,Professor X (Modern),Charles Xavier,Professor X (Modern),
comic,Marvel,Professor X (Composite),Charles Xavier,Professor X (Composite),
comic,Marvel,Professor X (Post-Crisis),Charles Xavier,Professor X (Post-Crisis),
comic,Marvel,Professor X (Post-Flashpoint),Charles Xavier,Professor X (Post-Flashpoint),
comic,Marvel,Professor X (Rebirth),Charles Xavier,Professor X (Rebirth),
comic,Marvel,Professor X (Marvel Comics),Charles Xavier,Professor X (Marvel Comics),
comic,Marvel,Professor X (DC Comics),Charles Xavier,Professor X (DC Comics),
comic,Marvel,Professor X (Game),Charles Xavier,Professor X (Game),
comic,Marvel,Professor X (Anime),Charles Xavier,Professor X (Anime),
comic,Marvel,Jean Grey (Classic),,Jean Grey (Classic),
comic,Marvel,Jean Grey (Modern),,Jean Grey (Modern),
comic,Marvel,Jean Grey (Composite),,Jean Grey (Composite),
comic,Marvel,Jean Grey (Post-Crisis),,Jean Grey (Post-Crisis),
comic,Marvel,Jean Grey (Post-Flashpoint),,Jean Grey (Post-Flashpoint),
comic,Marvel,Jean Grey (Rebirth),,Jean Grey (Rebirth),
comic,Marvel,Jean Grey (Marvel Comics),,Jean Grey (Marvel Comics),
comic,Marvel,Jean Grey (DC Comics),,Jean Grey (DC Comics),
comic,Marvel,Jean Grey (Game),,Jean Grey (Game),
comic,Marvel,Jean Grey (Anime),,Jean Grey (Anime),
comic,Marvel,Cyclops (Classic),Scott Summers,Cyclops (Classic),
comic,Marvel,Cyclops (Modern),Scott Summers,Cyclops (Modern),
comic,Marvel,Cyclops (Composite),Scott Summers,Cyclops (Composite),
comic,Marvel,Cyclops (Post-Crisis),Scott Summers,Cyclops (Post-Crisis),
comic,Marvel,Cyclops (Post-Flashpoint),Scott Summers,Cyclops (Post-Flashpoint),
comic,Marvel,Cyclops (Rebirth),Scott Summers,Cyclops (Rebirth),
comic,Marvel,Cyclops (Marvel Comics),Scott Summers,Cyclops (Marvel Comics),
comic,Marvel,Cyclops (DC Comics),Scott Summers,Cyclops (DC Comics),
comic,Marvel,Cyclops (Game),Scott Summers,Cyclops (Game),
comic,Marvel,Cyclops (Anime),Scott Summers,Cyclops (Anime),
comic,Marvel,Rogue (Classic),,Rogue (Classic),
comic,Marvel,Rogue (Modern),,Rogue (Modern),
comic,Marvel,Rogue (Composite),,Rogue (Composite),
comic,Marvel,Rogue (Post-Crisis),,Rogue (Post-Crisis),
comic,Marvel,Rogue (Post-Flashpoint),,Rogue (Post-Flashpoint),
comic,Marvel,Rogue (Rebirth),,Rogue (Rebirth),
comic,Marvel,Rogue (Marvel Comics),,Rogue (Marvel Comics),
comic,Marvel,Rogue (DC Comics),,Rogue (DC Comics),
comic,Marvel,Rogue (Game),,Rogue (Game),
comic,Marvel,Rogue (Anime),,Rogue (Anime),
comic,Marvel,Gambit (Classic),,Gambit (Classic),
comic,Marvel,Gambit (Modern),,Gambit (Modern),
comic,Marvel,Gambit (Composite),,Gambit (Composite),
comic,Marvel,Gambit (Post-Crisis),,Gambit (Post-Crisis),
comic,Marvel,Gambit (Post-Flashpoint),,Gambit (Post-Flashpoint),
comic,Marvel,Gambit (Rebirth),,Gambit (Rebirth),
comic,Marvel,Gambit (Marvel Comics),,Gambit (Marvel Comics),
comic,Marvel,Gambit (DC Comics),,Gambit (DC Comics),
comic,Marvel,Gambit (Game),,Gambit (Game),
comic,Marvel,Gambit (Anime),,Gambit (Anime),
comic,Marvel,Nightcrawler (Classic),,Nightcrawler (Classic),
comic,Marvel,Nightcrawler (Modern),,Nightcrawler (Modern),
comic,Marvel,Nightcrawler (Composite),,Nightcrawler (Composite),
comic,Marvel,Nightcrawler (Post-Crisis),,Nightcrawler (Post-Crisis),
comic,Marvel,Nightcrawler (Post-Flashpoint),,Nightcrawler (Post-Flashpoint),
comic,Marvel,Nightcrawler (Rebirth),,Nightcrawler (Rebirth),
comic,Marvel,Nightcrawler (Marvel Comics),,Nightcrawler (Marvel Comics),
comic,Marvel,Nightcrawler (DC Comics),,Nightcrawler (DC Comics),
comic,Marvel,Nightcrawler (Game),,Nightcrawler (Game),
comic,Marvel,Nightcrawler (Anime),,Nightcrawler (Anime),
comic,Marvel,Colossus (Classic),,Colossus (Classic),
comic,Marvel,Colossus (Modern),,Colossus (Modern),
comic,Marvel,Colossus (Composite),,Colossus (Composite),
comic,Marvel,Colossus (Post-Crisis),,Colossus (Post-Crisis),
comic,Marvel,Colossus (Post-Flashpoint),,Colossus (Post-Flashpoint),
comic,Marvel,Colossus (Rebirth),,Colossus (Rebirth),
comic,Marvel,Colossus (Marvel Comics),,Colossus (Marvel Comics),
comic,Marvel,Colossus (DC Comics),,Colossus (DC Comics),
comic,Marvel,Colossus (Game),,Colossus (Game),
comic,Marvel,Colossus (Anime),,Colossus (Anime),
comic,Marvel,Iceman,,Iceman,
comic,Marvel,Iceman (Classic),,Iceman (Classic),
comic,Marvel,Iceman (Modern),,Iceman (Modern),
comic,Marvel,Iceman (Composite),,Iceman (Composite),
comic,Marvel,Iceman (Post-Crisis),,Iceman (Post-Crisis),
comic,Marvel,Iceman (Post-Flashpoint),,Iceman (Post-Flashpoint),
comic,Marvel,Iceman (Rebirth),,Iceman (Rebirth),
comic,Marvel,Iceman (Marvel Comics),,Iceman (Marvel Comics),
comic,Marvel,Iceman (DC Comics),,Iceman (DC Comics),
comic,Marvel,Iceman (Game),,Iceman (Game),
comic,Marvel,Iceman (Anime),,Iceman (Anime),
comic,Marvel,Beast,,Beast,
comic,Marvel,Beast (Classic),,Beast (Classic),
comic,Marvel,Beast (Modern),,Beast (Modern),
comic,Marvel,Beast (Composite),,Beast (Composite),
comic,Marvel,Beast (Post-Crisis),,Beast (Post-Crisis),
comic,Marvel,Beast (Post-Flashpoint),,Beast (Post-Flashpoint),
comic,Marvel,Beast (Rebirth),,Beast (Rebirth),
comic,Marvel,Beast (Marvel Comics),,Beast (Marvel Comics),
comic,Marvel,Beast (DC Comics),,Beast (DC Comics),
comic,Marvel,Beast (Game),,Beast (Game),
comic,Marvel,Beast (Anime),,Beast (Anime),
